,Unnamed: 0,movie_id,vote_average,genres,cast,crew,title
1417,1417,94348,5.1,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","{12833, 9186, 83458, 37158, 4808, 18249, 1215401, 50347, 1003, 11885, 28657, 80602}","{1546115, 13189, 35594, 4500, 1328410, 1328411, 1328412, 1138845, 21022, 21023, 1328414, 1033634, 72102, 1327146, 1720, 17210, 17211, 18878, 44741, 954441, 74322, 61524, 1001703, 1001704, 1001705, 1533038, 1533678, 1015921, 17399, 552955}",Alex Cross
1418,1418,8197,6.3,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{54043, 1615196, 389, 54044, 11718, 9642, 10539, 43853, 15374, 53490, 18071, 12536, 54041, 54042, 1979, 3036, 4029}","{384, 195, 356, 423, 54046, 54039, 54040, 54045, 190}",Midnight in the Garden of Good and Evil
1419,1419,336004,5.6,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{82944, 1046665, 61962, 1717264, 74513, 1717265, 1467026, 1717266, 1717267, 1717268, 52885, 1717270, 1717271, 125338, 1651995, 1717272, 1717274, 969630, 1277219, 543530, 1411758, 9779, 109109, 1388479, 47296, 1269707, 141518, 1267285, 1508566, 101847, 7517, 88030, 1116011, 19184, 78452, 380, 1042684}","{1413505, 1394055, 45832, 1039117, 1367054, 74513, 1367058, 1367061, 65814, 38551, 1404191, 1535394, 66723, 230179, 63781, 1535396, 1535397, 1436974, 1531696, 1234099, 17210, 17211, 90812, 1121984, 1121985, 1465668, 1302342, 1438028, 1438029, 1423830, 4951, 1015903, 94047, 4584, 60403, 967417}",Heist
1420,1420,35019,6.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]","{1222241, 10978, 1670, 24265, 1579, 77996, 1548525, 7056, 6640, 7026, 2066, 937684, 3061, 81269, 72310, 36668, 5469}","{113600, 5542, 1171004, 36591, 7056, 68847, 11058, 1413230, 9150, 68543, 2236, 1213, 2238, 9151}",Nanny McPhee and the Big Bang
1421,1421,10410,6.1,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]","{514, 518, 19468, 11805, 9257, 1737782, 27714, 154713, 51805, 1266790, 104047, 22131, 10360, 1226361, 150665, 42139, 4764, 106145, 133292, 1452207, 1213105, 1748146, 1178315, 987357, 13028, 19183, 1391060, 1408764, 1507586, 152864, 23346, 31028, 1098036, 1090362, 93501, 3909, 1673034, 16215, 157020, 15213, 1327986, 1291639, 168320, 31118, 48535, 925, 1375144, 1758634, 1758636, 1758638, 1758639, 1758640, 1758641, 1758642, 1758644, 1758645, 1758646, 1758647, 1758648, 1758649, 1758650, 1758651, 1758652, 1758653, 1758654, 9659, 1758656, 1758658, 1758660, 1758661, 157136, 197073, 1226706, 1226707, 1758673, 1758674, 1758676, 1758677, 1758678, 1758679, 1758680, 1758681, 1758682, 1758683, 1758686, 1758684, 1228768, 1758685, 1758688, 1758689, 1758692, 1758690, 1280998, 1758691, 1758693, 1758694, 1758695, 1758696, 1758697, 1758698, 1758699, 1758700, 1737720, 65017, 510}","{518, 10631, 1412492, 12051, 1391391, 32035, 39973, 50726, 1400741, 1552038, 1177850, 12844, 5167, 406204, 3393, 3394, 1397317, 2123, 28107, 64204, 983118, 8527, 1535949, 1535950, 1377239, 1536088, 1209689, 1594981, 1255, 1391591, 1594983, 1258, 1594984, 1594987, 495, 5490, 1535986, 1536634, 1403639, 1206905, 65018}",Hoffa
1422,1422,8836,5.5,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{112640, 112641, 112642, 112643, 112644, 23429, 42374, 112645, 72069, 112646, 112647, 112648, 2956, 112649, 112650, 112651, 112652, 540, 106532, 56750, 59183, 12214, 91328, 1685447, 1685448, 75467, 336, 1494868, 80348, 12640, 9188, 12644, 12524, 32749, 72045, 112633, 112634, 112635, 112636, 112637, 112638, 112639}","{113152, 113153, 113154, 113155, 113156, 113157, 113158, 113159, 113160, 113161, 113164, 113165, 113166, 113167, 112656, 112657, 112658, 112659, 112660, 112661, 112662, 113168, 113170, 113172, 113174, 113175, 113178, 113180, 113181, 113183, 113184, 113185, 113186, 113187, 113188, 113189, 113190, 113191, 113192, 113193, 113194, 113195, 113196, 113197, 113198, 113199, 113200, 113201, 113202, 113203, 113204, 113205, 113206, 113207, 113208, 113209, 113210, 113211, 113212, 113213, 113214, 113215, 113216, 113217, 113218, 113219, 113220, 75870, 75874, 25200, 15022, 62163, 12524, 5362, 5363, 21257, 60711, 60712, 12627, 12633, 11106, 113012, 113013, 113014, 113017, 113018, 113019, 113023, 113024, 113025, 113026, 113027, 113028, 113029, 113030, 113031, 113032, 113033, 113034, 113035, 113036, 113037, 113038, 113039, 113040, 3985, 113042, 113041, 77204, 113045, 77206, 113046, 113047, 113048, 113043, 113051, 6044, 113052, 113054, 113049, 113050, 113057, 12706, 113055, 113061, 113066, 113067, 113072, 113044, 113073, 113075, 113076, 113086, 113087, 113088, 113089, 113090, 113091, 113092, 113093, 113094, 113095, 113096, 113097, 113098, 113099, 113100, 113101, 31175, 113103, 113104, 113106, 113108, 113109, 113110, 113111, 113112, 113113, 113114, 113115, 113116, 113117, 113118, 113119, 113120, 113121, 113122, 113123, 113124, 113125, 113126, 113127, 113128, 113129, 113130, 113131, 113132, 113133, 113134, 113135, 113136, 113137, 113138, 113139, 113140, 113141, 113142, 113143, 113144, 113145, 113146, 113147, 113148, 113149, 113150}",The X Files: I Want to Believe
1423,1423,14442,5.9,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]","{4581, 47653, 2535, 20070, 10713, 66446, 550833, 2130, 29459, 16756, 34901, 1813, 12791, 10584, 6613, 231610, 64411}","{1252225, 1406595, 1229317, 15878, 391, 1400073, 15883, 40589, 40590, 43155, 1334165, 1302, 1578646, 1403544, 43161, 1307, 3996, 26140, 1578651, 1578655, 1578658, 83748, 83749, 83750, 83751, 9001, 1393323, 40749, 1453613, 18991, 57263, 62514, 1425588, 1425590, 1534135, 1321272, 1406905, 1427512, 1561533, 8383, 24256, 59839, 1029064, 1564233, 1340111, 5330, 5334, 1728086, 1737943, 1223002, 1328731, 40796, 1537500, 20062, 1737946, 20064, 6625, 1737947, 1737948, 1737952, 1167205, 44006, 1737953, 1737955, 1737956, 19310, 117231, 117234, 1536114, 1246837, 117239, 1407864, 1462394, 953724}",Ella Enchanted
1424,1424,321741,7.0,"[{""id"": 18, ""name"": ""Drama""}]","{1766648, 1665, 1483783, 61323, 13, 781, 1604109, 1641616, 122257, 1636801, 7447, 87192, 48535, 3229, 1636767, 1543874, 1354413, 1098033, 52, 1766582, 1766583, 1766585, 1766586, 1766587, 31164, 1766589, 1636795, 1766591, 1039680, 1766592, 1766593, 173251, 1766594, 1766595, 36422, 152902, 2888, 92617, 7497, 32203, 55755, 1766597, 92748, 1673034, 74577, 1378130, 1766610, 68180, 127060, 57686, 127063, 1746136, 153946, 1766618, 228701, 1216606, 1286878, 1286879, 1629921, 207069, 1271781, 1766631, 1158120, 1594986, 1766634, 1766635, 58733, 1624696, 1480130, 29051, 1367292, 1563263}","{66690, 66692, 1401989, 1449993, 1408396, 1024910, 1377294, 1296, 1450000, 168214, 1077782, 1567766, 1389593, 5914, 1742361, 1401631, 965666, 1327140, 1636644, 1419558, 1636645, 1636648, 1636649, 1636650, 141483, 1372203, 1551789, 1636651, 1636652, 1390384, 1636653, 1192754, 1573043, 1636655, 1636656, 56760, 1213, 1608766, 1174976, 1364417, 578, 1367362, 1424196, 1555782, 1555783, 1611976, 958921, 1545419, 1414988, 8408, 6874, 1412699, 1333982, 15841, 22498, 1360097, 1441250, 1399141, 1419111, 1565671, 1324652, 12781, 1367662, 71279, 1552623, 1634415, 91122, 1435641}",Concussion
1425,1425,59965,5.6,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]","{1266052, 572038, 6283, 10379, 1279375, 658, 1432979, 1432980, 1432981, 1432982, 27031, 1432984, 967197, 1011103, 171941, 1669797, 572076, 112561, 49, 40377, 1669570, 1480130, 12371, 126932, 991960, 11355, 10205, 77278, 1286879, 109667, 1430509, 20212, 84214, 132217}","{22145, 1328141, 1328142, 1328143, 1328144, 1328145, 1328146, 1328147, 1328148, 1077782, 1389593, 1257754, 582943, 15524, 1393446, 1043368, 21035, 9772, 21036, 1593, 80830, 234817, 158916, 1395014, 1395015, 1395016, 1395019, 1395021, 1395022, 1999, 1395023, 1395024, 6482, 1395025, 1395026, 1392085, 1395027, 1395028, 1395029, 1374169, 1395030, 1395031, 1395032, 17629, 1395033, 146143, 1395034, 1395035}",Abduction
1426,1426,14175,5.2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","{13472, 11616, 8930, 388, 14469, 240778, 17835, 41419, 240779, 21676, 176178, 3061, 5049, 36666, 44731}","{80691, 240779, 1458349, 134191}",Valiant
1427,1427,11004,6.9,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{3392, 21088, 72056, 78597, 3910, 2219, 6541, 1188782, 728, 104046, 209, 3223, 19576, 3897, 9626}","{323, 67758, 19155, 2997, 6453, 10967, 11099}",Wonder Boys
1428,1428,11918,4.9,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{78433, 65827, 999301, 56903, 3272, 60072, 19976, 16845, 1213786, 4175, 6736, 7633, 14416, 55638, 75355, 4443}","{14753, 15427, 1401606, 11371, 7181, 23739, 71278, 71279, 1411503, 1465491, 35796, 1208437, 589946, 12987, 10397, 59839}",Superhero Movie
1429,1429,98357,5.7,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","{1922, 2954, 20746, 1273242, 586270, 12834, 934, 3497, 17194, 5296, 946356, 13240, 120253, 118595, 1129795, 87118, 203096, 76511, 1141737, 31467, 2171, 1042684}","{33281, 183044, 1194760, 1046154, 1046155, 1080589, 968470, 968471, 1301145, 47642, 11802, 1393433, 1138845, 1017375, 59040, 1399071, 1401890, 1407009, 1407011, 1407013, 1407014, 1407016, 1407017, 1407018, 1401771, 1407019, 1407021, 9647, 1407023, 1316529, 1407025, 1401139, 1407027, 1407028, 1407029, 142391, 13240, 11448, 17210, 17211, 1330105, 1406137, 1407030, 1407031, 1407032, 1407033, 7494, 60872, 954441, 960074, 63310, 76497, 1394130, 37335, 1072607, 75617, 1333607, 1001705, 7146, 1113449, 1403498, 968182, 376, 1153021}",Broken City
1430,1430,10012,5.1,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]","{51300, 6886, 17643, 20750, 17039, 188311, 43443, 16501, 170293, 1052086, 11866, 1156412, 62010, 21596, 61085, 44735}","{1338372, 70149, 1463300, 68615, 1413129, 1688593, 5140, 103957, 1619998, 1322015, 1400374, 62011, 7229, 62013, 1422412, 1397844, 27226, 1546852, 13931, 1204332, 41592, 9347, 83083, 1811598, 83087, 83090, 1811603, 231573, 1599639, 1214616, 1811607, 1811609, 1551516, 1811612, 1475742, 1475743, 1398944, 112289, 1811616, 1755299, 1811620, 1811621, 1811624, 1811627, 7856, 1567920, 1811635, 1347775, 61121, 1358021, 1411271, 1667273, 10958, 1400529, 1409236, 1393365, 111832, 1553639, 1545450, 1550574, 1200368, 28401, 28402, 1746675, 1771760, 35581, 35582, 51457, 1401606, 965383, 1355531, 1361676, 1305, 1307, 1108768, 1673003, 57135, 52016, 1179951, 16178, 62778, 63293, 23872, 1538374, 26458, 1783643, 1088351, 1644476, 1550198, 1208698, 1190778, 3964, 1760132, 112521, 15756, 1758616, 13223, 58797, 1404845, 1411503, 1415601, 434, 1415603, 436, 1415605, 9654, 1415606, 1415607, 1415608, 1415610, 1415611, 1415612, 1415613, 1415614, 59839, 1415616, 1364417, 1415617, 960963, 1316292, 1367493, 1415618, 1415619, 1415620, 1415621, 1415622, 1415623, 1415624, 1415625, 1415626, 1415627, 1415628, 1415629, 1415630, 1415631, 1415632, 91093, 1339862, 1415633, 1415634, 1415635, 1415636, 1415637, 1415638, 1415639, 1415640, 1415641, 1415642, 112609, 1415644, 1415647, 1415648, 1415649, 1415650, 1186279, 1415651, 1526755, 96746, 1395178, 12781, 1570813}",Cursed
1431,1431,49526,6.2,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{143425, 20644, 1132104, 24045, 543726, 335, 204339, 78324, 37046, 1417527}","{51296, 508, 1455541}",Premium Rush
1432,1432,268920,5.4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{1392647, 1011212, 29214, 29216, 63522, 1038379, 76857, 16460, 1682013, 1659999, 1371231, 1438305, 1181296, 1288831, 1288832, 1288833, 1360013, 1559700, 1559701, 1559702, 1718441, 1718445, 1544406, 1454299, 113373, 1578720, 1542882, 1044195, 1493736, 1466628, 1466630, 1415436, 1560336, 1413402, 1381148, 72994, 1286436, 1754422, 1754423, 1754424, 1754425, 1754426, 1754427, 1754428, 1754429, 1680188, 1754431, 1749825, 1749826, 1749827, 1749828, 1749829, 3911, 1754441, 1754442, 1754443, 1754444, 1754445, 1754446, 1754447, 1747278, 1754452, 1754453, 1754454, 1754455, 1754456, 1754457, 932189, 1209709, 1212271, 368, 1384815, 1687922, 1604991, 1445249, 1718665, 1377678, 155540, 1609624, 193946, 1601439, 1711523, 1517477, 1159596, 1158069, 84407, 1755068, 1755069, 1755070, 1983, 1755071, 1755073, 1755074, 1755075, 1755076, 1755077, 1755078, 1755079, 1755080, 1755081, 55755, 60875, 60877, 1755083, 1755084, 1755085, 1755086, 1755087, 1755088, 1755089, 85484, 1514479, 1687032}","{1217, 52993, 63522, 5508, 2532, 53476, 63716, 71560, 16425, 56718, 2031, 368, 1317937, 1491120, 1491121, 23486, 223990, 29214}",Hot Pursuit
1433,1433,9093,6.5,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{3968, 206726, 11276, 11661, 27662, 1295376, 1810, 8210, 7058, 1229590, 79648, 19875, 2467, 42276, 938, 1390394, 1392701, 1392703, 1392705, 81346, 1392707, 1392708, 1392709, 1392710, 1392711, 113608, 1392712, 1392713, 1392714, 1392715, 1392716, 1184965, 1392720, 1392721, 86482, 1392723, 1392724, 1392725, 1392726, 1392731, 1392734, 134118, 1375085, 1220598, 40951, 15739, 8444}","{17600, 1729, 20064, 56960, 56961, 34693, 22056, 12233, 52171, 2484, 149, 948439, 37630, 56959}",The Four Feathers
1434,1434,119283,5.7,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]","{3206, 21127, 12552, 150669, 574380, 33712, 231857, 62784, 17859, 5699, 1733, 19654, 62787, 141765, 1456715, 167244, 976, 1578707, 60884, 60117, 1366, 92503, 157404, 1031261, 16866, 1442535, 9452, 105838, 1821681, 5365, 1821685}","{19466, 1336716, 14096, 227225, 18596, 21672, 1054633, 21932, 1533101, 102582, 62775, 59960, 966594, 1732, 70732, 50770, 1533149, 1533150, 1533151, 1533152, 1533153, 225635, 6628, 1098469, 1190889, 1530091, 35180, 1427438, 1265263, 1429245, 21118}",Parker
1435,1435,11823,6.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{205, 15277, 4783, 6162, 9139, 6069, 215157, 1369, 5530, 12795}","{2240, 33315, 16328, 66218, 66219, 1999, 70609, 9150, 12759, 2236, 2238, 9151}",Wimbledon
1436,1436,35169,4.6,"[{""id"": 35, ""name"": ""Comedy""}]","{83586, 1218277, 15110, 1370567, 113867, 71403, 113868, 115981, 135855, 17488, 287341, 110930, 76525, 543256, 18269, 18271}","{11873, 113862, 113863, 113864, 113865, 67914, 113866, 1999, 29015, 65690, 18269}",Furry Vengeance
1437,1437,118957,5.3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","{62744, 558466, 210275, 109546, 1828715, 169901, 94798, 990513, 20402, 144286, 1239123, 3062, 1211862, 272408, 138010, 109438, 145247}","{1401732, 1265157, 1402894, 1402895, 1402896, 1317650, 1402898, 1355540, 1402900, 84758, 1402901, 62744, 1402902, 1402903, 1402904, 1402905, 1402906, 1402907, 56095, 64163, 1391525, 75302, 1578022, 1730964, 1080779, 1080780, 1080781, 1445964, 56786, 1195356, 1401694, 1195358, 52968, 1402728, 1402729, 1391723, 1402730, 1402731, 1402732, 1402733, 1828721, 1402738, 1391731, 1402739, 29941, 1402740, 1410551, 1425396, 1584249, 1352446}",Bait
1438,1438,849,5.8,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","{1923, 12811, 12812, 1220237, 12815, 12816, 12817, 12818, 3475, 12819, 12820, 1747343, 1747344, 1747345, 199077, 127151, 1271092, 3896, 1424575, 2629, 17478, 24278, 12513, 188516, 12517}","{1729, 9955, 12804, 12805, 12806, 12807, 12808, 12810, 7788, 10641, 10642, 307, 244, 2485, 10643}",Krull
1439,1439,4515,6.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{454, 4135, 5064, 500, 15543, 37624, 37625, 36602}","{34848, 20292, 4135, 2952, 1552521, 7418, 4140, 39922, 39923, 500, 1301, 19157, 4186, 36603, 9183}",Lions for Lambs
1440,1440,18886,5.7,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{36067, 5293, 2165, 3197, 2047}","{8328, 19102, 69567}",Flight of the Intruder
1441,1441,6575,6.6,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]","{41089, 41091, 14990, 21007, 51856, 51857, 51860, 51861, 51992, 4764, 13611, 11059, 51382, 38582, 15033, 52028, 14397, 51391, 177475, 452, 70851, 36169, 8265, 61263, 22226, 64342, 17881, 96349, 73952, 27105, 1763429, 53863, 22250, 76525, 58737, 1524, 10361, 46590, 43775}","{51851, 38412, 51852, 51853, 41039, 3184, 51854, 1589, 41081, 41084}",Walk Hard: The Dewey Cox Story
1442,1442,6440,6.4,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{20386, 4935, 1231, 112, 7026, 19511, 122231, 2842, 1979, 349, 5309, 13950}","{1806, 1524757, 1484538, 1415333, 16425, 4148, 1425973, 4023, 5306, 5308, 1033793, 5325, 5327, 5328, 5329, 11472, 19155, 5332, 74323, 18784, 1423204, 60014, 3192, 83066}",The Shipping News
1443,1443,13496,5.7,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]","{184834, 78500, 1894, 12646, 780, 10669, 20814, 1166, 11088, 177905, 72466, 60722, 8534, 17303, 16856}","{5633, 37159, 1124107, 908, 19535, 56911, 31027, 59475, 18457, 954395, 894}",American Outlaws
1444,1444,18320,7.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]","{91520, 388, 139654, 6162, 18067, 43554, 3491, 2983, 147884, 75066, 36669, 2244, 17477, 17483, 86479, 40660, 5081, 740, 102375, 8436, 49018}","{23425, 8194, 9027, 23451, 1032, 3050, 102873, 114479, 115098, 30463, 115099, 1327155, 1302, 16729, 11226, 10747, 69371, 8383}",The Young Victoria
1445,1445,22787,5.3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{262720, 1221121, 105688, 8355, 230595, 95641, 4139, 115596, 1298379, 979279, 41297, 179828, 25878, 16856, 1286873, 31132, 3967}","{40320, 58498, 22038, 22039, 62743, 485159, 37162, 1119658, 39726, 92206, 68016, 112947, 112948, 75830, 1325886, 1325887, 1325888, 1091, 21962, 17611, 979152, 961106, 3962, 19679, 1198825, 8303, 3961, 113914, 1519867}",Whiteout
1446,1446,8967,6.5,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]","{208259, 10981, 61563, 59662, 568047, 110990, 1715121, 1715122, 1715123, 2228, 1715124, 5937, 1801263, 1715128, 1034681, 83002, 109787, 287}","{5632, 8578, 1400835, 2949, 6410, 909, 16398, 958488, 287, 1438381, 1325234, 1372211, 63292, 40766, 1531204, 330, 8528, 1475160, 4185, 1531362, 6883, 1531365, 20458, 69229, 1377133, 1043954, 1420147, 3190, 30715, 46588}",The Tree of Life
1447,1447,37498,4.7,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]","{15111, 954000, 60949, 7004, 26782, 51359}","{585506, 960067, 960069, 26760, 26731, 960203, 961004, 66769, 66005, 127801, 1726}",Knock Off
1448,1448,144336,5.5,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{53249, 4606, 1711879, 1635196, 1711881, 1711884, 1711885, 1683086, 1711886, 94864, 1083536, 48530, 1711763, 1711764, 86938, 1138844, 1311388, 112546, 145323, 142636, 112562, 6195, 155965, 1711678, 65731, 1355461, 969413, 1230922, 1711690, 1100, 1711693, 1691470, 1711695, 1711696, 76796, 175826, 1382739, 68180, 1711699, 945491, 1371007, 584028, 31711, 11616, 20580, 1378150, 1383527, 1345133, 1345134, 18288, 42993, 1711856, 1711858, 1373047, 18300, 1711870, 1711863}","{53637, 18185, 33673, 83085, 1024910, 112527, 928399, 54420, 1338134, 5914, 1460644, 72102, 1521447, 1364399, 1364400, 1364402, 563, 1364403, 1364406, 19769, 1364409, 1364410, 1364411, 1364412, 1364413, 1364417, 1364420, 44741, 1319750, 1364422, 1364424, 1364426, 555083, 1364427, 1364430, 10832, 1364433, 1445842, 16467, 131413, 117082, 1412326, 1432042, 1015921, 13177, 1294972, 46589}",Sabotage
1449,1449,9616,4.8,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","{13633, 27811, 8772, 1059143, 1059145, 1059146, 27855, 11953, 1810, 27199}","{1574136, 30081, 237057, 1422979, 423556, 1574144, 40838, 1437959, 1562248, 1574145, 1574138, 1574146, 19727, 119183, 1133968, 1352979, 1475987, 1398933, 1574140, 1762711, 1762712, 4249, 1424155, 1569563, 1510429, 15911, 1551913, 1570217, 1570219, 1413804, 1327792, 589494, 6713, 1394747, 1397822, 1404222, 1404225, 21830, 1571782, 1418059, 119117, 58190, 1574134, 50772, 1391572, 1413590, 1442136, 1573464, 1318874, 32350, 1392095, 1574113, 957282, 1574114, 1574115, 1574117, 1574118, 14695, 25063, 1471207, 1574119, 112875, 1444971, 1574120, 1574121, 1574122, 1574123, 1574125, 1574126, 4723, 1574127, 60917, 1574128, 1433719, 1574129, 11001, 1574131, 15355, 1574132, 1574133, 1051646, 1562239}",The Order
1450,1450,13056,5.6,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]","{1187553, 7013, 5414, 56614, 17287, 4201, 4134, 60907, 980805, 96591, 6066, 37205, 6806, 119479, 44248, 1366972, 35551}","{1611781, 1611787, 17427, 112662, 102434, 56359, 92206, 1556535, 1650748, 40513, 92234, 78417, 1707616, 10850, 95842, 1406051, 60521, 1399931, 22141, 1440900, 1391751, 1391756, 112272, 1409701, 1402034, 1708223, 1708224, 1708228, 1708229, 60102, 1708230, 1708231, 61652, 1372884, 937174, 21224, 1198826, 1708268, 1708269, 1708270, 1708271, 1708278, 1447161, 72956, 1708290, 1708291, 1708292, 1708293, 1708298, 1708299, 1708300, 1708303, 1708304, 1708306, 1708308, 1708311, 1368866, 1708325, 197930, 1417514, 1403707, 1325886, 79185, 68441, 869, 1235815, 1210734, 1531246, 60784, 60786, 60787, 62841, 3965, 936321, 1469316, 6045, 1646498, 80804, 1384358, 3498, 1384362, 961452, 18873, 18875, 61899, 1384397, 16341, 1419733, 35287, 1525208, 1525209, 1392106, 54777, 1034748, 1634301}",Punisher: War Zone
1451,1451,14113,4.9,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]","{51072, 12898, 1617628, 14405, 35654, 7431, 57189, 1065, 56556, 1228716, 94100, 77332, 9626, 54812, 1317566}","{224386, 49286, 6800, 14352, 50583, 1448601, 968602, 54051, 550, 551, 11814, 1321000, 8880, 561, 18357, 60088, 23486, 1121601, 10820, 1617621, 29014, 1617624, 1617626, 1399521, 1436525, 23547, 11004}",Zoom
1452,1452,285783,6.9,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{1106050, 207881, 44169, 1540235, 1684745, 198540, 131338, 1721359, 1721360, 1721361, 1548174, 1676049, 1589908, 1721365, 1721366, 1142295, 1390355, 1548178, 119706, 1721371, 1721372, 1721373, 104730, 1709467, 1721376, 1442592, 198650, 1721381, 1721382, 1721384, 222121, 18473, 85161, 1674923, 1240748, 1489193, 54193, 1721394, 1721396, 1351481, 439097, 1433017, 1261373, 1721408, 1721409, 1721410, 1721413, 1721415, 1148496, 1721426, 101208, 43613, 59616, 92259, 7013, 78311, 2282, 40939, 1347948, 24045, 60907, 1021684, 1099770, 955902, 949759}","{1418373, 1335182, 12945, 81425, 15893, 24, 10907, 8220, 30, 1402019, 37, 210341, 1293479, 1384359, 1384360, 1415464, 1491496, 1324, 1402032, 1568187, 1406780, 1384392, 1425353, 10955, 1536974, 1411540, 16341, 1419733, 1396825, 120, 1340126, 8160, 8163, 23779, 23781, 1571043, 1571044, 21224, 1571045, 1571046, 1571048, 1406317, 1179893, 1371893, 42360}",The Walk
1453,1453,49478,4.7,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}]","{2464, 533016, 995587, 6407}","{150953, 1173667, 17268, 1410526}",Warriors of Virtue
